"planet_name","difficulty","p_switch","do_switch","resp_type","keyTrial.keys","keyTrial.rt","too_slow_trial","trial_num","correct","reward","trial_type","alien_body_color","alien_stomach_pattern","study","age","participant"
NA,"Easy",0.2,1,"correct","f",791.2,0,35,1,"1","pattern","orange","striped","study2",20.2575342465753,151
NA,"Easy",0.2,0,"correct","j",667.6,0,36,1,"1","pattern","blue","solid","study2",20.2575342465753,151
NA,"Easy",0.2,0,"correct","j",750.7,0,37,1,"1","pattern","blue","solid","study2",20.2575342465753,151
NA,"Easy",0.2,0,"correct","j",751.6,0,38,1,"1","pattern","blue","solid","study2",20.2575342465753,151
NA,"Easy",0.2,0,"correct","f",784.5,0,39,1,"1","pattern","orange","striped","study2",20.2575342465753,151
NA,"Easy",0.2,1,"correct","f",768.8,0,40,1,"1","color","blue","striped","study2",20.2575342465753,151
"harder moon","Hard",0.5,0,"correct","f",826.4,0,41,1,"10","color","blue","striped","study2",20.2575342465753,151
NA,"Hard",0.5,1,"correct","f",616.7,0,42,1,"10","pattern","blue","striped","study2",20.2575342465753,151
NA,"Hard",0.5,1,"correct","f",617.3,0,43,1,"10","color","blue","striped","study2",20.2575342465753,151
NA,"Hard",0.5,0,"correct","f",661.2,0,44,1,"10","color","blue","striped","study2",20.2575342465753,151
NA,"Hard",0.5,1,"correct","f",699.6,0,45,1,"10","pattern","blue","striped","study2",20.2575342465753,151
NA,"Hard",0.5,1,"correct","f",634.2,0,46,1,"10","color","blue","striped","study2",20.2575342465753,151
NA,"Hard",0.5,1,"correct","f",640.5,0,47,1,"10","pattern","blue","striped","study2",20.2575342465753,151
NA,"Hard",0.5,0,"correct","j",639.1,0,48,1,"10","pattern","blue","solid","study2",20.2575342465753,151
NA,"Hard",0.5,0,"correct","f",848.7,0,49,1,"10","pattern","orange","striped","study2",20.2575342465753,151
NA,"Hard",0.5,0,"correct","j",597.2,0,50,1,"10","pattern","blue","solid","study2",20.2575342465753,151
NA,"Hard",0.5,0,"correct","j",719.1,0,51,1,"10","pattern","orange","solid","study2",20.2575342465753,151
NA,"Hard",0.5,0,"correct","j",606.6,0,52,1,"10","pattern","blue","solid","study2",20.2575342465753,151
NA,"Hard",0.5,1,"correct","j",634.3,0,53,1,"10","color","orange","striped","study2",20.2575342465753,151
NA,"Hard",0.5,0,"correct","j",621.3,0,54,1,"10","color","orange","solid","study2",20.2575342465753,151
NA,"Hard",0.5,1,"correct","j",651.5,0,55,1,"10","pattern","blue","solid","study2",20.2575342465753,151
NA,"Hard",0.5,1,"correct","f",551.3,0,56,1,"10","color","blue","striped","study2",20.2575342465753,151
NA,"Hard",0.5,1,"correct","j",764.9,0,57,1,"10","pattern","orange","solid","study2",20.2575342465753,151
NA,"Hard",0.5,1,"correct","j",555.8,0,58,1,"10","color","orange","solid","study2",20.2575342465753,151
NA,"Hard",0.5,0,"correct","f",601,0,59,1,"10","color","blue","striped","study2",20.2575342465753,151
NA,"Hard",0.5,0,"correct","j",451.4,0,60,1,"10","color","orange","striped","study2",20.2575342465753,151
"harder moon","Hard",0.5,0,"correct","j",664.8,0,61,1,"1","color","orange","solid","study2",20.2575342465753,151
NA,"Hard",0.5,0,"correct","f",550.5,0,62,1,"1","color","blue","solid","study2",20.2575342465753,151
NA,"Hard",0.5,0,"correct","f",655.4,0,63,1,"1","color","blue","striped","study2",20.2575342465753,151
NA,"Hard",0.5,1,"correct","f",706.3,0,64,1,"1","pattern","blue","striped","study2",20.2575342465753,151
NA,"Hard",0.5,1,"correct","f",638.4,0,65,1,"1","color","blue","striped","study2",20.2575342465753,151
NA,"Hard",0.5,1,"correct","j",738,0,66,1,"1","pattern","blue","solid","study2",20.2575342465753,151
NA,"Hard",0.5,1,"correct","f",505.3,0,67,1,"1","color","blue","solid","study2",20.2575342465753,151
NA,"Hard",0.5,0,"correct","f",649.5,0,68,1,"1","color","blue","solid","study2",20.2575342465753,151
NA,"Hard",0.5,1,"correct","f",737.4,0,69,1,"1","pattern","blue","striped","study2",20.2575342465753,151
NA,"Hard",0.5,0,"correct","j",1054.4,0,70,1,"1","pattern","blue","solid","study2",20.2575342465753,151
NA,"Hard",0.5,1,"correct","j",553.6,0,71,1,"1","color","orange","solid","study2",20.2575342465753,151
NA,"Hard",0.5,0,"correct","j",620.3,0,72,1,"1","color","orange","striped","study2",20.2575342465753,151
NA,"Hard",0.5,1,"correct","f",737.3,0,73,1,"1","pattern","blue","striped","study2",20.2575342465753,151
NA,"Hard",0.5,1,"correct","j",539.1,0,74,1,"1","color","orange","striped","study2",20.2575342465753,151
NA,"Hard",0.5,0,"correct","j",522.6,0,75,1,"1","color","orange","striped","study2",20.2575342465753,151
NA,"Hard",0.5,0,"correct","j",577.6,0,76,1,"1","color","orange","solid","study2",20.2575342465753,151
NA,"Hard",0.5,1,"correct","j",741.2,0,77,1,"1","pattern","blue","solid","study2",20.2575342465753,151
NA,"Hard",0.5,0,"correct","f",638,0,78,1,"1","pattern","orange","striped","study2",20.2575342465753,151
NA,"Hard",0.5,0,"correct","j",753.5,0,79,1,"1","pattern","blue","solid","study2",20.2575342465753,151
NA,"Hard",0.5,1,"correct","j",578.2,0,80,1,"1","color","orange","solid","study2",20.2575342465753,151
"easier planet","Easy",0.2,0,"too_slow",NA,NA,1,81,NA,"1","color","blue","striped","study2",20.2575342465753,151
NA,"Easy",0.2,0,"too_slow",NA,NA,1,82,NA,"1","color","orange","striped","study2",20.2575342465753,151
NA,"Easy",0.2,0,"correct","j",616.4,0,83,1,"1","color","orange","striped","study2",20.2575342465753,151
NA,"Easy",0.2,0,"correct","j",476.8,0,84,1,"1","color","orange","solid","study2",20.2575342465753,151
NA,"Easy",0.2,0,"correct","j",517.6,0,85,1,"1","color","orange","striped","study2",20.2575342465753,151
NA,"Easy",0.2,0,"correct","f",1000.1,0,86,1,"1","color","blue","solid","study2",20.2575342465753,151
NA,"Easy",0.2,0,"correct","j",709.3,0,87,1,"1","color","orange","striped","study2",20.2575342465753,151
NA,"Easy",0.2,0,"correct","f",519.8,0,88,1,"1","color","blue","solid","study2",20.2575342465753,151
NA,"Easy",0.2,1,"correct","f",799.1,0,89,1,"1","pattern","orange","striped","study2",20.2575342465753,151
NA,"Easy",0.2,0,"correct","f",900.6,0,90,1,"1","pattern","blue","striped","study2",20.2575342465753,151
NA,"Easy",0.2,0,"correct","f",692.5,0,91,1,"1","pattern","blue","striped","study2",20.2575342465753,151
NA,"Easy",0.2,0,"correct","j",1050.8,0,92,1,"1","pattern","blue","solid","study2",20.2575342465753,151
NA,"Easy",0.2,1,"correct","f",742.9,0,93,1,"1","color","blue","striped","study2",20.2575342465753,151
NA,"Easy",0.2,0,"correct","j",640.7,0,94,1,"1","color","orange","striped","study2",20.2575342465753,151
NA,"Easy",0.2,0,"correct","f",667.8,0,95,1,"1","color","blue","solid","study2",20.2575342465753,151
NA,"Easy",0.2,0,"correct","f",566.5,0,96,1,"1","color","blue","striped","study2",20.2575342465753,151
NA,"Easy",0.2,1,"correct","f",715.3,0,97,1,"1","pattern","orange","striped","study2",20.2575342465753,151
NA,"Easy",0.2,0,"correct","f",778.5,0,98,1,"1","pattern","orange","striped","study2",20.2575342465753,151
NA,"Easy",0.2,0,"correct","j",1238.2,0,99,1,"1","pattern","orange","solid","study2",20.2575342465753,151
NA,"Easy",0.2,1,"too_slow",NA,NA,1,100,NA,"1","color","orange","striped","study2",20.2575342465753,151
"easier planet","Easy",0.2,0,"correct","f",966.5,0,101,1,"10","color","blue","solid","study2",20.2575342465753,151
NA,"Easy",0.2,0,"correct","j",815.6,0,102,1,"10","color","orange","striped","study2",20.2575342465753,151
NA,"Easy",0.2,1,"correct","j",1249.5,0,103,1,"10","pattern","orange","solid","study2",20.2575342465753,151
NA,"Easy",0.2,0,"correct","f",1243.7,0,104,1,"10","pattern","blue","striped","study2",20.2575342465753,151
NA,"Easy",0.2,0,"correct","j",816.2,0,105,1,"10","pattern","blue","solid","study2",20.2575342465753,151
NA,"Easy",0.2,1,"correct","f",732.6,0,106,1,"10","color","blue","solid","study2",20.2575342465753,151
NA,"Easy",0.2,1,"correct","j",717.1,0,107,1,"10","pattern","orange","solid","study2",20.2575342465753,151
NA,"Easy",0.2,0,"correct","f",807.4,0,108,1,"10","pattern","blue","striped","study2",20.2575342465753,151
NA,"Easy",0.2,0,"correct","j",689.3,0,109,1,"10","pattern","blue","solid","study2",20.2575342465753,151
NA,"Easy",0.2,0,"correct","f",617,0,110,1,"10","pattern","orange","striped","study2",20.2575342465753,151
NA,"Easy",0.2,0,"correct","j",708.1,0,111,1,"10","pattern","blue","solid","study2",20.2575342465753,151
NA,"Easy",0.2,0,"correct","j",627.1,0,112,1,"10","pattern","blue","solid","study2",20.2575342465753,151
NA,"Easy",0.2,0,"correct","j",653.2,0,113,1,"10","pattern","blue","solid","study2",20.2575342465753,151
NA,"Easy",0.2,0,"correct","j",833.5,0,114,1,"10","pattern","blue","solid","study2",20.2575342465753,151
NA,"Easy",0.2,0,"correct","j",567,0,115,1,"10","pattern","blue","solid","study2",20.2575342465753,151
NA,"Easy",0.2,0,"correct","f",1004.2,0,116,1,"10","pattern","orange","striped","study2",20.2575342465753,151
NA,"Easy",0.2,0,"correct","j",694.9,0,117,1,"10","pattern","orange","solid","study2",20.2575342465753,151
NA,"Easy",0.2,1,"correct","j",632.4,0,118,1,"10","color","orange","solid","study2",20.2575342465753,151
NA,"Easy",0.2,0,"correct","f",600,0,119,1,"10","color","blue","striped","study2",20.2575342465753,151
NA,"Easy",0.2,0,"correct","f",634.1,0,120,1,"10","color","blue","striped","study2",20.2575342465753,151
"harder moon","Hard",0.5,0,"correct","f",700.9,0,121,1,"1","color","blue","solid","study2",20.2575342465753,151
NA,"Hard",0.5,0,"correct","j",560,0,122,1,"1","color","orange","striped","study2",20.2575342465753,151
NA,"Hard",0.5,1,"correct","f",721.9,0,123,1,"1","pattern","orange","striped","study2",20.2575342465753,151
NA,"Hard",0.5,1,"correct","f",640.3,0,124,1,"1","color","blue","solid","study2",20.2575342465753,151
NA,"Hard",0.5,1,"correct","j",803.8,0,125,1,"1","pattern","blue","solid","study2",20.2575342465753,151
NA,"Hard",0.5,0,"correct","j",666.6,0,126,1,"1","pattern","orange","solid","study2",20.2575342465753,151
NA,"Hard",0.5,0,"correct","j",1177.8,0,127,1,"1","pattern","blue","solid","study2",20.2575342465753,151
NA,"Hard",0.5,0,"correct","f",839.5,0,128,1,"1","pattern","blue","striped","study2",20.2575342465753,151
NA,"Hard",0.5,0,"correct","j",968.9,0,129,1,"1","pattern","orange","solid","study2",20.2575342465753,151
NA,"Hard",0.5,0,"correct","f",617,0,130,1,"1","pattern","blue","striped","study2",20.2575342465753,151
NA,"Hard",0.5,0,"correct","j",624.6,0,131,1,"1","pattern","orange","solid","study2",20.2575342465753,151
NA,"Hard",0.5,1,"correct","j",569.6,0,132,1,"1","color","orange","solid","study2",20.2575342465753,151
NA,"Hard",0.5,1,"correct","f",537.4,0,133,1,"1","pattern","blue","striped","study2",20.2575342465753,151
NA,"Hard",0.5,1,"correct","f",650.6,0,134,1,"1","color","blue","solid","study2",20.2575342465753,151
NA,"Hard",0.5,0,"correct","j",683.1,0,135,1,"1","color","orange","striped","study2",20.2575342465753,151
NA,"Hard",0.5,0,"correct","f",533,0,136,1,"1","color","blue","striped","study2",20.2575342465753,151
NA,"Hard",0.5,1,"correct","f",750.1,0,137,1,"1","pattern","orange","striped","study2",20.2575342465753,151
NA,"Hard",0.5,1,"correct","f",533.8,0,138,1,"1","color","blue","solid","study2",20.2575342465753,151
NA,"Hard",0.5,1,"correct","f",775.3,0,139,1,"1","pattern","orange","striped","study2",20.2575342465753,151
NA,"Hard",0.5,1,"correct","j",850.1,0,140,1,"1","color","orange","striped","study2",20.2575342465753,151
"harder moon","Hard",0.5,0,"correct","f",650.5,0,141,1,"10","color","blue","solid","study2",20.2575342465753,151
NA,"Hard",0.5,1,"correct","j",683.4,0,142,1,"10","pattern","blue","solid","study2",20.2575342465753,151
NA,"Hard",0.5,0,"correct","j",784.2,0,143,1,"10","pattern","blue","solid","study2",20.2575342465753,151
NA,"Hard",0.5,1,"correct","j",483.7,0,144,1,"10","color","orange","solid","study2",20.2575342465753,151
NA,"Hard",0.5,1,"correct","f",550,0,145,1,"10","pattern","blue","striped","study2",20.2575342465753,151
NA,"Hard",0.5,0,"correct","j",601.5,0,146,1,"10","pattern","orange","solid","study2",20.2575342465753,151
NA,"Hard",0.5,0,"correct","f",770.9,0,147,1,"10","pattern","blue","striped","study2",20.2575342465753,151
NA,"Hard",0.5,0,"correct","f",724.7,0,148,1,"10","pattern","orange","striped","study2",20.2575342465753,151
NA,"Hard",0.5,0,"correct","j",717,0,149,1,"10","pattern","orange","solid","study2",20.2575342465753,151
NA,"Hard",0.5,0,"correct","f",603.4,0,150,1,"10","pattern","orange","striped","study2",20.2575342465753,151
NA,"Hard",0.5,1,"correct","j",501.6,0,151,1,"10","color","orange","striped","study2",20.2575342465753,151
NA,"Hard",0.5,1,"correct","f",633.4,0,152,1,"10","pattern","blue","striped","study2",20.2575342465753,151
NA,"Hard",0.5,1,"correct","j",507.8,0,153,1,"10","color","orange","solid","study2",20.2575342465753,151
NA,"Hard",0.5,1,"correct","j",702.8,0,154,1,"10","pattern","blue","solid","study2",20.2575342465753,151
NA,"Hard",0.5,1,"correct","j",567.4,0,155,1,"10","color","orange","striped","study2",20.2575342465753,151
NA,"Hard",0.5,0,"correct","f",623.4,0,156,1,"10","color","blue","solid","study2",20.2575342465753,151
NA,"Hard",0.5,0,"correct","f",877.8,0,157,1,"10","color","blue","solid","study2",20.2575342465753,151
NA,"Hard",0.5,0,"correct","f",752.8,0,158,1,"10","color","blue","striped","study2",20.2575342465753,151
NA,"Hard",0.5,1,"correct","f",1249.2,0,159,1,"10","pattern","blue","striped","study2",20.2575342465753,151
NA,"Hard",0.5,1,"correct","j",510.6,0,160,1,"10","color","orange","solid","study2",20.2575342465753,151
"easier planet","Easy",0.2,0,"correct","j",591.7,0,161,1,"10","color","orange","solid","study2",20.2575342465753,151
NA,"Easy",0.2,0,"correct","f",574.2,0,162,1,"10","color","blue","striped","study2",20.2575342465753,151
NA,"Easy",0.2,0,"correct","j",460.6,0,163,1,"10","color","orange","striped","study2",20.2575342465753,151
NA,"Easy",0.2,1,"correct","j",594.5,0,164,1,"10","pattern","blue","solid","study2",20.2575342465753,151
NA,"Easy",0.2,0,"correct","j",665.7,0,165,1,"10","pattern","blue","solid","study2",20.2575342465753,151
NA,"Easy",0.2,1,"correct","f",789.8,0,166,1,"10","color","blue","striped","study2",20.2575342465753,151
NA,"Easy",0.2,0,"correct","j",591,0,167,1,"10","color","orange","solid","study2",20.2575342465753,151
NA,"Easy",0.2,0,"correct","j",613.8,0,168,1,"10","color","orange","striped","study2",20.2575342465753,151
NA,"Easy",0.2,1,"correct","f",796.7,0,169,1,"10","pattern","orange","striped","study2",20.2575342465753,151
NA,"Easy",0.2,0,"correct","j",656.5,0,170,1,"10","pattern","orange","solid","study2",20.2575342465753,151
NA,"Easy",0.2,0,"correct","j",624.5,0,171,1,"10","pattern","orange","solid","study2",20.2575342465753,151
NA,"Easy",0.2,0,"correct","f",716.1,0,172,1,"10","pattern","blue","striped","study2",20.2575342465753,151
NA,"Easy",0.2,0,"correct","f",674.4,0,173,1,"10","pattern","orange","striped","study2",20.2575342465753,151
NA,"Easy",0.2,0,"correct","f",879.8,0,174,1,"10","pattern","orange","striped","study2",20.2575342465753,151
NA,"Easy",0.2,0,"correct","j",1261.8,0,175,1,"10","pattern","orange","solid","study2",20.2575342465753,151
NA,"Easy",0.2,0,"correct","j",769.1,0,176,1,"10","pattern","orange","solid","study2",20.2575342465753,151
NA,"Easy",0.2,1,"correct","j",582.2,0,177,1,"10","color","orange","solid","study2",20.2575342465753,151
NA,"Easy",0.2,0,"correct","j",860.4,0,178,1,"10","color","orange","striped","study2",20.2575342465753,151
NA,"Easy",0.2,0,"correct","j",448.5,0,179,1,"10","color","orange","striped","study2",20.2575342465753,151
NA,"Easy",0.2,0,"correct","j",399.3,0,180,1,"10","color","orange","striped","study2",20.2575342465753,151
"easier planet","Easy",0.2,0,"correct","f",856.3,0,181,1,"1","color","blue","striped","study2",20.2575342465753,151
NA,"Easy",0.2,0,"correct","f",507.5,0,182,1,"1","color","blue","striped","study2",20.2575342465753,151
NA,"Easy",0.2,1,"correct","j",758.7,0,183,1,"1","pattern","orange","solid","study2",20.2575342465753,151
NA,"Easy",0.2,0,"correct","j",1014.4,0,184,1,"1","pattern","orange","solid","study2",20.2575342465753,151
NA,"Easy",0.2,0,"correct","j",722.8,0,185,1,"1","pattern","blue","solid","study2",20.2575342465753,151
NA,"Easy",0.2,0,"correct","f",774.1,0,186,1,"1","pattern","orange","striped","study2",20.2575342465753,151
NA,"Easy",0.2,1,"correct","f",1146.5,0,187,1,"1","color","blue","striped","study2",20.2575342465753,151
NA,"Easy",0.2,1,"correct","f",997.9,0,188,1,"1","pattern","orange","striped","study2",20.2575342465753,151
NA,"Easy",0.2,0,"correct","f",576.7,0,189,1,"1","pattern","blue","striped","study2",20.2575342465753,151
NA,"Easy",0.2,0,"correct","j",665.6,0,190,1,"1","pattern","blue","solid","study2",20.2575342465753,151
NA,"Easy",0.2,0,"correct","j",633,0,191,1,"1","pattern","blue","solid","study2",20.2575342465753,151
NA,"Easy",0.2,0,"correct","f",655.9,0,192,1,"1","pattern","blue","striped","study2",20.2575342465753,151
NA,"Easy",0.2,0,"correct","j",759.5,0,193,1,"1","pattern","orange","solid","study2",20.2575342465753,151
NA,"Easy",0.2,0,"correct","f",498.2,0,194,1,"1","pattern","orange","striped","study2",20.2575342465753,151
NA,"Easy",0.2,0,"correct","j",637.8,0,195,1,"1","pattern","blue","solid","study2",20.2575342465753,151
NA,"Easy",0.2,1,"correct","j",492.4,0,196,1,"1","color","orange","solid","study2",20.2575342465753,151
NA,"Easy",0.2,0,"correct","f",597.1,0,197,1,"1","color","blue","solid","study2",20.2575342465753,151
NA,"Easy",0.2,0,"correct","j",758.7,0,198,1,"1","color","orange","striped","study2",20.2575342465753,151
NA,"Easy",0.2,0,"correct","j",647.6,0,199,1,"1","color","orange","solid","study2",20.2575342465753,151
NA,"Easy",0.2,0,"correct","f",481.5,0,200,1,"1","color","blue","striped","study2",20.2575342465753,151
"harder moon","Hard",0.5,0,"correct","f",619.6,0,201,1,"10","color","blue","striped","study2",20.2575342465753,151
NA,"Hard",0.5,0,"correct","j",667.1,0,202,1,"10","color","orange","solid","study2",20.2575342465753,151
NA,"Hard",0.5,1,"correct","j",611.5,0,203,1,"10","pattern","orange","solid","study2",20.2575342465753,151
NA,"Hard",0.5,1,"correct","j",762.6,0,204,1,"10","color","orange","striped","study2",20.2575342465753,151
NA,"Hard",0.5,1,"correct","f",896.9,0,205,1,"10","pattern","blue","striped","study2",20.2575342465753,151
NA,"Hard",0.5,1,"correct","j",505.4,0,206,1,"10","color","orange","solid","study2",20.2575342465753,151
NA,"Hard",0.5,1,"correct","f",576.7,0,207,1,"10","pattern","blue","striped","study2",20.2575342465753,151
NA,"Hard",0.5,0,"correct","f",580.7,0,208,1,"10","pattern","orange","striped","study2",20.2575342465753,151
NA,"Hard",0.5,0,"correct","f",528.1,0,209,1,"10","pattern","blue","striped","study2",20.2575342465753,151
NA,"Hard",0.5,1,"correct","f",531,0,210,1,"10","color","blue","striped","study2",20.2575342465753,151
NA,"Hard",0.5,0,"correct","f",508.4,0,211,1,"10","color","blue","solid","study2",20.2575342465753,151
NA,"Hard",0.5,0,"correct","f",523,0,212,1,"10","color","blue","striped","study2",20.2575342465753,151
NA,"Hard",0.5,0,"correct","f",621.5,0,213,1,"10","color","blue","striped","study2",20.2575342465753,151
NA,"Hard",0.5,1,"correct","j",749.6,0,214,1,"10","pattern","orange","solid","study2",20.2575342465753,151
NA,"Hard",0.5,1,"correct","f",541.8,0,215,1,"10","color","blue","solid","study2",20.2575342465753,151
NA,"Hard",0.5,0,"correct","f",647.8,0,216,1,"10","color","blue","solid","study2",20.2575342465753,151
NA,"Hard",0.5,1,"correct","f",587.8,0,217,1,"10","pattern","blue","striped","study2",20.2575342465753,151
NA,"Hard",0.5,0,"correct","f",578.8,0,218,1,"10","pattern","orange","striped","study2",20.2575342465753,151
NA,"Hard",0.5,0,"correct","f",500.3,0,219,1,"10","pattern","orange","striped","study2",20.2575342465753,151
NA,"Hard",0.5,1,"correct","j",544,0,220,1,"10","color","orange","solid","study2",20.2575342465753,151
"harder moon","Hard",0.5,0,"correct","j",730.2,0,221,1,"1","color","orange","striped","study2",20.2575342465753,151
NA,"Hard",0.5,1,"correct","j",672.6,0,222,1,"1","pattern","orange","solid","study2",20.2575342465753,151
NA,"Hard",0.5,0,"correct","j",640.8,0,223,1,"1","pattern","blue","solid","study2",20.2575342465753,151
NA,"Hard",0.5,0,"correct","j",578.3,0,224,1,"1","pattern","orange","solid","study2",20.2575342465753,151
NA,"Hard",0.5,0,"correct","j",698.8,0,225,1,"1","pattern","orange","solid","study2",20.2575342465753,151
NA,"Hard",0.5,0,"correct","j",621.4,0,226,1,"1","pattern","orange","solid","study2",20.2575342465753,151
NA,"Hard",0.5,0,"correct","f",657.4,0,227,1,"1","pattern","orange","striped","study2",20.2575342465753,151
NA,"Hard",0.5,1,"correct","f",606.3,0,228,1,"1","color","blue","solid","study2",20.2575342465753,151
NA,"Hard",0.5,1,"correct","j",757.6,0,229,1,"1","pattern","blue","solid","study2",20.2575342465753,151
NA,"Hard",0.5,1,"correct","j",710.1,0,230,1,"1","color","orange","striped","study2",20.2575342465753,151
NA,"Hard",0.5,0,"correct","j",1013.3,0,231,1,"1","color","orange","striped","study2",20.2575342465753,151
NA,"Hard",0.5,0,"correct","j",525.8,0,232,1,"1","color","orange","solid","study2",20.2575342465753,151
NA,"Hard",0.5,1,"correct","f",688.9,0,233,1,"1","pattern","blue","striped","study2",20.2575342465753,151
NA,"Hard",0.5,1,"correct","f",733,0,234,1,"1","color","blue","striped","study2",20.2575342465753,151
NA,"Hard",0.5,1,"correct","f",856.2,0,235,1,"1","pattern","blue","striped","study2",20.2575342465753,151
NA,"Hard",0.5,1,"correct","j",560.5,0,236,1,"1","color","orange","solid","study2",20.2575342465753,151
NA,"Hard",0.5,1,"correct","j",758.7,0,237,1,"1","pattern","orange","solid","study2",20.2575342465753,151
NA,"Hard",0.5,0,"correct","f",543,0,238,1,"1","pattern","orange","striped","study2",20.2575342465753,151
NA,"Hard",0.5,0,"correct","j",711.2,0,239,1,"1","pattern","blue","solid","study2",20.2575342465753,151
NA,"Hard",0.5,1,"correct","j",879.6,0,240,1,"1","color","orange","striped","study2",20.2575342465753,151
"easier planet","Easy",0.2,0,"correct","j",969.1,0,1,1,"10","color","orange","solid","study2",19.2082191780822,155
NA,"Easy",0.2,0,"correct","f",675.7,0,2,1,"10","color","blue","solid","study2",19.2082191780822,155
NA,"Easy",0.2,0,"correct","f",982.3,0,3,1,"10","color","blue","striped","study2",19.2082191780822,155
NA,"Easy",0.2,0,"correct","f",722,0,4,1,"10","color","blue","solid","study2",19.2082191780822,155
NA,"Easy",0.2,1,"correct","j",842.1,0,5,1,"10","pattern","blue","solid","study2",19.2082191780822,155
NA,"Easy",0.2,1,"correct","j",741.1,0,6,1,"10","color","orange","solid","study2",19.2082191780822,155
NA,"Easy",0.2,0,"correct","j",608,0,7,1,"10","color","orange","striped","study2",19.2082191780822,155
NA,"Easy",0.2,0,"correct","j",658.1,0,8,1,"10","color","orange","striped","study2",19.2082191780822,155
NA,"Easy",0.2,0,"correct","f",584.6,0,9,1,"10","color","blue","solid","study2",19.2082191780822,155
NA,"Easy",0.2,0,"correct","j",680.3,0,10,1,"10","color","orange","solid","study2",19.2082191780822,155
NA,"Easy",0.2,0,"correct","f",627.1,0,11,1,"10","color","blue","striped","study2",19.2082191780822,155
